smiles,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.25662035012751105,0.2700733863575397,0.05155503196488731,0.04952204906263524,0.2504662548934933,0.28113436199051023,0.01566938628741017,0.15143410181371644,0.24636666015841835,0.2728858818418894,0.039673687549602585,0.060119045109797244
C(COCCOCCOCCOCCOCCOCCOCCO)O,0.2589685006573648,0.2728462098860421,0.05467283525865975,0.035786687206169364,0.253215848001751,0.28263236606470676,0.012747860279435082,0.1288832563721613,0.24690304859671885,0.272495896176438,0.039826562681292456,0.04402302359610446
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.2573402358191308,0.27089739474246344,0.05236941839732799,0.04542848023596038,0.2511865696815198,0.28167246868034,0.01447361403749387,0.144757603821549,0.24644130895569497,0.27275158665306315,0.03940070728755405,0.05542597815853146
C(COCCOCCOCCOCCOCCOCCOCCOCCO)O,0.25809619573640163,0.2718818067015982,0.05336443554200944,0.040976029465787274,0.25208674133306963,0.2821847126730092,0.013552528359717885,0.1373791131601749,0.24660480797673626,0.272683114476874,0.0394951381090817,0.049894569728193824
C(COCCOCCOCCOCCOCCOCCO)O,0.25961279689907985,0.2737336771401566,0.05646070183128682,0.02986573760992361,0.2547506752307313,0.28290091432579356,0.012066476614556077,0.11853282121089273,0.24752614651437446,0.27238339803889794,0.040895974955887364,0.037456144819522155
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.2553405550868954,0.2688273580744644,0.049498357950329724,0.061670639891738495,0.24956265412564682,0.2808497761153002,0.02290191439793427,0.17527462204872235,0.24745529134013006,0.2742261609325372,0.04234145553467354,0.07296205606133693
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.2573402358191308,0.27089739474246344,0.05236941839732799,0.04542848023596038,0.2511865696815198,0.28167246868034,0.01447361403749387,0.144757603821549,0.24644130895569497,0.27275158665306315,0.03940070728755405,0.05542597815853146
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.2553405550868954,0.2688273580744644,0.049498357950329724,0.061670639891738495,0.24956265412564682,0.2808497761153002,0.02290191439793427,0.17527462204872235,0.24745529134013006,0.2742261609325372,0.04234145553467354,0.07296205606133693
C(COCCOCCOCCOCCOCCO)O,0.2598989466794265,0.27472866043278793,0.05876163147950103,0.022754263039895282,0.25681448229043385,0.2830277625214831,0.011627018992217459,0.10642545573768561,0.24836426794523114,0.2724869388667473,0.04225466923435242,0.03178351106049444
CC1(CC(CC(N1)(C)C)O)C,0.24545657575034316,0.2546230161495599,0.032562696937609256,-0.042137745508623474,0.2523023606164682,0.26354366560423137,0.016561719482273102,0.009160247940657448,0.24609424976581382,0.25405803046815206,0.018489538794840228,-0.0039115777924323
COCCOCCOCCOCCOCCO,0.26705758708800453,0.2660714400364573,0.06422697768449735,-0.001353161792862212,0.26583779250655154,0.283311648494817,0.021725333999711802,0.10338107661908691,0.26022049960182464,0.270649785840127,0.05004996541071201,0.05462281830205148
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.26102720694509224,0.26949054307750087,0.0752680024915336,0.18712582634860914,0.26518827551692375,0.2782355343758075,0.023051135028372145,0.18755173882527576,0.2522458934344183,0.2729157853766159,0.059721486043150564,0.0738362630562593
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.255952806865581,0.26937501570916084,0.051169143362037414,0.05279573804488828,0.24985218260094536,0.2806604466449117,0.017281696371433102,0.15737359647065008,0.2462228517204521,0.2730829383579823,0.039973699749387206,0.06440624234755774
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,0.25521027076795255,0.2687614153431887,0.05063660967871194,0.05857815986066919,0.24920090239292134,0.28031516652968985,0.021167384916238784,0.1690743483567719,0.2464769258240788,0.2737889006964156,0.041866273523770085,0.07069178964412068
